	clade	species	ts	te	order	age
76	0.0	Brachycarcharias koerti	-59.35053873585556	-34.00237535393333	Lamniformes	25.348163381922227
77	0.0	Brachycarcharias lerichei	-64.33035431745556	-33.97074517078889	Lamniformes	30.35960914666667
78	0.0	Brachycarcharias mississippiensis	-60.27632205266666	-46.11224594776667	Lamniformes	14.16407610489999
79	0.0	Brachycarcharias twiggsensis	-47.6747606602889	-24.69365295425556	Lamniformes	22.981107706033338
80	0.0	Brachyrhizodus mcnultyi	-135.03599241444445	-70.16451585593333	incertae_sedis	64.87147655851112
81	0.0	Brachyrhizodus wichitaensis	-84.0419489544111	-66.22927122727776	incertae_sedis	17.812677727133334
82	0.0	Britobatos primarmata	-86.51451025332223	-59.64353877372222	Rhinopristiformes	26.87097147960001
83	0.0	Burnhamia daviesi	-60.816722609888885	-19.55429092254445	Myliobatiformes	41.26243168734443
84	0.0	Burnhamia fetahi	-55.70679791827777	-48.09330219995555	Myliobatiformes	7.61349571832222
85	0.0	Cantioscyllium bighornensis	-89.38283463352222	-72.1894008349889	Orectolobiformes	17.19343379853332
86	0.0	Cantioscyllium decipiens	-101.22314557281112	-56.62530042691112	Orectolobiformes	44.5978451459
87	0.0	Cantioscyllium estesi	-102.37477845310002	-64.98211985500002	Orectolobiformes	37.3926585981
88	0.0	Cantioscyllium meyeri	-83.48385289819998	-66.18320331978889	Orectolobiformes	17.300649578411097
89	0.0	Carcharhinus acanthodon	-23.84848503027778	-6.806204600955555	Carcharhiniformes	17.042280429322226
90	0.0	Carcharhinus ackermannii	-24.253815408566663	-12.91265678738889	Carcharhiniformes	11.341158621177772
91	0.0	Carcharhinus acronotus	-7.0084158893333335	-0.0	Carcharhiniformes	7.0084158893333335
92	0.0	Carcharhinus aculeatus	-25.539492698188887	-1.6890381638222225	Carcharhiniformes	23.850454534366666
93	0.0	Carcharhinus albimarginatus	-17.513505394166664	-0.0	Carcharhiniformes	17.513505394166664
94	0.0	Carcharhinus altimus	-18.720351280722227	-0.0	Carcharhiniformes	18.720351280722227
95	0.0	Carcharhinus amblyrhynchoides	-8.319205160866668	-0.0	Carcharhiniformes	8.319205160866668
96	0.0	Carcharhinus amblyrhynchos	-17.201806710711114	-0.0	Carcharhiniformes	17.201806710711114
97	0.0	Carcharhinus amboinensis	-8.298232528133333	-0.0	Carcharhiniformes	8.298232528133333
98	0.0	Carcharhinus amekiensis	-49.055054127477774	-36.8722128786	Carcharhiniformes	12.182841248877772
99	0.0	Carcharhinus balochensis	-46.91771046382223	-6.854680338611113	Carcharhiniformes	40.06303012521112
100	0.0	Carcharhinus brachyurus	-21.01344434148889	-0.0	Lamniformes	21.01344434148889
101	0.0	Carcharhinus brevipinna	-15.534734685744445	-0.0	Carcharhiniformes	15.534734685744445
102	0.0	Carcharhinus cionei	-11.64685258068889	-6.0779910405666655	Carcharhiniformes	5.568861540122224
103	0.0	Carcharhinus collatus	-44.04143470078889	-3.4105536801888885	Carcharhiniformes	40.6308810206
104	0.0	Carcharhinus egertoni	-37.13266965132223	-1.8675943728	Carcharhiniformes	35.26507527852223
105	0.0	Carcharhinus elongatus	-34.16639582938889	-23.344385904988883	Carcharhiniformes	10.822009924400007
106	0.0	Carcharhinus falciformis	-23.46931861258889	-0.0	Carcharhiniformes	23.46931861258889
107	0.0	Carcharhinus galapagensis	-23.595549408277776	-0.0	Carcharhiniformes	23.595549408277776
108	0.0	Carcharhinus gibbesii	-48.34362994345555	-16.775866669233334	Carcharhiniformes	31.567763274222212
109	0.0	Carcharhinus isodon	-0.8200815726555554	-0.0	Carcharhiniformes	0.8200815726555554
110	0.0	Carcharhinus jhingrani	-27.305280806288888	-14.625408700344442	Carcharhiniformes	12.679872105944446
111	0.0	Carcharhinus leucas	-33.75602609668889	-0.0	Carcharhiniformes	33.75602609668889
112	0.0	Carcharhinus limbatus	-20.236594395988888	-0.0	Carcharhiniformes	20.236594395988888
113	0.0	Carcharhinus longimanus	-18.957846175933334	-0.0	Carcharhiniformes	18.957846175933334
114	0.0	Carcharhinus macloti	-47.215431126433344	-0.0	Carcharhiniformes	47.215431126433344
115	0.0	Carcharhinus mancinae	-47.13273082225555	-36.79200658058889	Carcharhiniformes	10.340724241666663
116	0.0	Carcharhinus melanopterus	-29.7794666827	-0.0	Carcharhiniformes	29.7794666827
117	0.0	Carcharhinus nigeriensis	-48.17281210067778	-36.4796163349	Carcharhiniformes	11.69319576577778
118	0.0	Carcharhinus obscurus	-21.85433495723333	-0.0	Carcharhiniformes	21.85433495723333
119	0.0	Carcharhinus overricus	-48.01424201798888	-36.38264625764444	Carcharhiniformes	11.631595760344439
120	0.0	Carcharhinus perezii	-24.61430021331111	-1.8011277006999995	Carcharhiniformes	22.81317251261111
121	0.0	Carcharhinus perseus	-36.83141654547778	-6.382934284133333	Carcharhiniformes	30.448482261344445
122	0.0	Carcharhinus plumbeus	-21.96552735626667	-0.0	Carcharhiniformes	21.96552735626667
123	0.0	Carcharhinus porosus	-17.04197063503333	-0.0	Carcharhiniformes	17.04197063503333
124	0.0	Carcharhinus priscus	-57.85322712801111	-2.127226978322222	Carcharhiniformes	55.72600014968889
125	0.0	Carcharhinus sealei	-8.362837087288888	-0.0	Carcharhiniformes	8.362837087288888
126	0.0	Carcharhinus signatus	-18.303883699422222	-0.0	Carcharhiniformes	18.303883699422222
127	0.0	Carcharhinus similis	-25.484582317322225	-10.750432398288888	Carcharhiniformes	14.734149919033337
128	0.0	Carcharhinus sorrah	-9.136671719033334	-0.0	Carcharhiniformes	9.136671719033334
129	0.0	Carcharhinus tandoni	-24.72121274857778	-7.360936674966667	Carcharhiniformes	17.360276073611114
130	0.0	Carcharhinus woodwardi	-42.08323505507777	-36.84851995156667	Carcharhiniformes	5.2347151035111
131	0.0	Carcharias aasenensis	-83.76707916973335	-72.58807313867779	Lamniformes	11.179006031055565
132	0.0	Carcharias adneti	-86.50845555166667	-72.38594901842221	Lamniformes	14.122506533244461
133	0.0	Carcharias borodini	-60.53239622925555	-47.32414542333333	Lamniformes	13.208250805922226
134	0.0	Carcharias clavata	-93.61922952581112	-11.135207160911111	Lamniformes	82.48402236490001
135	0.0	Carcharias contortidens	-62.69199364948889	-0.0626690229888889	Lamniformes	62.6293246265
136	0.0	Carcharias crassidens	-35.391475202088884	-3.5168971851666666	Lamniformes	31.874578016922218
137	0.0	Carcharias dominguei	-82.64202123125555	-73.56374412103334	Lamniformes	9.078277110222217
138	0.0	Carcharias gracilis	-137.0176435417333	-41.96456242635556	Lamniformes	95.05308111537772
139	0.0	Carcharias gustrowensis	-34.24882415203333	-13.493309231344444	Lamniformes	20.755514920688885
140	0.0	Carcharias hardingi	-83.57340087958889	-66.12636554704446	Lamniformes	17.44703533254443
141	0.0	Carcharias holmdelensis	-83.93276267786666	-66.26566359976667	Lamniformes	17.667099078099994
142	0.0	Carcharias incurvus	-40.86327934231112	-3.803614677722223	Lamniformes	37.059664664588894
143	0.0	Carcharias latus	-114.47713844834446	-71.93460125027777	Lamniformes	42.5425371980667
144	0.0	Carcharias lauderdalensis	-60.62600565061111	-47.52954938301111	Lamniformes	13.096456267600004
145	0.0	Carcharias samhammeri	-83.61007253525557	-65.88524477982222	Lamniformes	17.724827755433353
146	0.0	Carcharias sanguinei	-83.74902144163333	-72.9764783612889	Lamniformes	10.772543080344434
147	0.0	Carcharias steineri	-83.62807820527777	-72.44531162702222	Lamniformes	11.182766578255553
148	0.0	Carcharias striatula	-121.52702048573332	-89.6233867129111	Lamniformes	31.903633772822218
149	0.0	Carcharias substriatus	-63.98248524336666	-35.67995216262222	Lamniformes	28.30253308074444
150	0.0	Carcharias taurus	-66.03887300761112	-0.0	Lamniformes	66.03887300761112
151	0.0	Carcharias tenuis	-83.78445115053333	-61.02808163995555	Lamniformes	22.756369510577777
152	0.0	Carcharias tingitana	-67.21419188977778	-56.56197029357778	Lamniformes	10.6522215962
153	0.0	Carcharias virgatula	-4.757685840755555	-0.2986403903333333	Lamniformes	4.459045450422222
154	0.0	Carchariolamna heroni	-27.61793999438889	-10.582775519033332	Lamniformes	17.035164475355558
155	0.0	Carcharocles subserratus	-61.79437049453333	-7.8392881289	Lamniformes	53.95508236563333
156	0.0	Carcharodon carcharias	-42.5738777697111	-0.0	Lamniformes	42.5738777697111
157	0.0	Carcharodon hastalis	-58.33070249032222	-0.0432002293333333	Lamniformes	58.28750226098889
158	0.0	Carcharodon hubbelli	-9.34548481188889	-3.4710304326666668	Lamniformes	5.874454379222223
159	0.0	Carcharodon plicatilis	-21.15202599567778	-2.6569884874	Lamniformes	18.49503750827778
160	0.0	Carcharoides catticus	-42.824606735066666	-3.566576910466666	Lamniformes	39.2580298246
161	0.0	Carcharoides totuserratus	-28.465495240133333	-14.884698577522222	Lamniformes	13.58079666261111
162	0.0	Cardabiodon ricki	-100.7323198886	-88.98032128861111	Lamniformes	11.751998599988895
163	0.0	Cardabiodon venator	-101.0593666338	-84.97500536151111	Lamniformes	16.084361272288888
164	0.0	Casieria casieri	-55.43519282185555	-34.70947583968889	Carcharhiniformes	20.72571698216666
165	0.0	Casieria maghrebiana	-65.92122559875556	-49.6046173457	Carcharhiniformes	16.316608253055556
166	0.0	Cederstroemia havreensis	-86.37197699971111	-72.65076490967776	Orectolobiformes	13.721212090033347
167	0.0	Cederstroemia siverssoni	-117.2194906847	-86.63085494288889	Orectolobiformes	30.588635741811117
168	0.0	Cederstroemia triangulata	-81.81850292154446	-73.46160660675557	Orectolobiformes	8.356896314788898
169	0.0	Cenocarcharias rochebrunei	-100.52970249804444	-93.25359862462224	Lamniformes	7.276103873422201
170	0.0	Cenocarcharias tenuiplicatus	-100.88557890626667	-66.89178185231111	Lamniformes	33.99379705395556
171	0.0	Centrophoroides appendiculatus	-84.81838045225555	-8.500228163455557	Squaliformes	76.3181522888
172	0.0	Centrophoroides latidens	-86.34781059677776	-83.82684372235555	Squaliformes	2.5209668744222142
173	0.0	Centrophorus granulosus	-45.13435550392222	-0.0	Squaliformes	45.13435550392222
174	0.0	Centrophorus squamosus	-45.59821951681111	-0.0	Squaliformes	45.59821951681111
175	0.0	Centroscymnus coelolepis	-14.224005726311113	-0.0	Squaliformes	14.224005726311113
176	0.0	Centroscymnus owstonii	-44.53553310229999	-0.0	Squaliformes	44.53553310229999
177	0.0	Centroscymnus praecursor	-84.24872854277777	-60.98705743537778	Squaliformes	23.26167110739999
178	0.0	Centroscymnus schmidi	-71.6181574076889	-66.05634340361112	Squaliformes	5.561814004077775
179	0.0	Centroselachus crepidater	-6.8027472646666665	-0.7092884760333333	Squaliformes	6.093458788633333
180	0.0	Centroselachus goordi	-64.74217889222221	-54.7260473317	Squaliformes	10.016131560522211
181	0.0	Centrosqualus mustardi	-83.1467524498	-73.31433008675556	Squaliformes	9.832422363044444
182	0.0	Centrosqualus primaevus	-86.38757885742221	-83.52306467894444	Squaliformes	2.8645141784777763
183	0.0	Cephaloscyllium ventriosum	-0.4056416101888889	-0.0	Carcharhiniformes	0.4056416101888889
184	0.0	Cetorhinus maximus	-27.099612198944445	-0.0	Lamniformes	27.099612198944445
185	0.0	Cetorhinus piersoni	-19.71417398077778	-15.512630080922223	Lamniformes	4.201543899855556
186	0.0	Chaenogaleus affinis	-58.56687706227776	-3.5991819724444447	Carcharhiniformes	54.96769508983331
187	0.0	Chiloscyllium frequens	-86.54581873281111	-72.4774726291111	Orectolobiformes	14.068346103700009
188	0.0	Chiloscyllium gaemersi	-83.00433814380001	-66.35745078623333	Orectolobiformes	16.646887357566683
189	0.0	Chiloscyllium greeni	-120.75151000006666	-66.91236015185555	Orectolobiformes	53.83914984821111
190	0.0	Chiloscyllium meraense	-55.80138826736666	-41.25493062183334	Orectolobiformes	14.546457645533323
191	0.0	Chiloscyllium minutum	-61.5231414066111	-55.902353419966666	Orectolobiformes	5.620787986644437
192	0.0	Chiloscyllium missouriensis	-83.44443002804444	-72.33838752017778	Orectolobiformes	11.106042507866661
193	0.0	Chiloscyllium vulloi	-95.67712061027778	-87.14985488001112	Orectolobiformes	8.527265730266663
194	0.0	Chlamydoselachus anguineus	-1.9967410686222224	-0.0	Hexanchiformes	1.9967410686222224
195	0.0	Chlamydoselachus balli	-82.84572475432223	-74.39719161388888	Hexanchiformes	8.448533140433355
196	0.0	Chlamydoselachus garmani	-31.503117918	-24.30201846788889	Hexanchiformes	7.201099450111112
197	0.0	Chlamydoselachus lawleyi	-6.099719110411111	-1.9302515090333336	Hexanchiformes	4.169467601377777
198	0.0	Clerolamna umovae	-64.06496841131111	-32.74587395144444	Lamniformes	31.319094459866676
199	0.0	Coelometlaouia pannucea	-55.70359451662223	-39.39525824968889	Orectolobiformes	16.308336266933345
200	0.0	Columbusia fragilis	-86.7029246908111	-75.99899539073334	Rajiformes	10.70392930007776
201	0.0	Columbusia roessingi	-82.83874901826665	-72.72495226763333	Rajiformes	10.113796750633327
202	0.0	Coupatezia ambroggii	-73.1296492342	-66.19244725824444	Myliobatiformes	6.93720197595556
203	0.0	Coupatezia boujoi	-55.85098365213333	-48.20473592717778	Myliobatiformes	7.6462477249555505
204	0.0	Coupatezia danica	-65.82054768981112	-61.759470132433336	Myliobatiformes	4.061077557377786
205	0.0	Coupatezia elevata	-72.06409920995556	-66.1407385267111	Myliobatiformes	5.923360683244454
206	0.0	Coupatezia fallax	-72.00044416286666	-62.05473999634445	Myliobatiformes	9.945704166522205
207	0.0	Coupatezia laevis	-69.19975189323335	-60.94038503106666	Myliobatiformes	8.259366862166694
208	0.0	Coupatezia larivei	-61.44089996938889	-56.109858095077776	Myliobatiformes	5.331041874311111
209	0.0	Coupatezia miretrainensis	-50.04640589068888	-37.327797316122215	Myliobatiformes	12.718608574566666
210	0.0	Coupatezia reniformis	-71.68738406948889	-66.6647422101111	Myliobatiformes	5.022641859377785
211	0.0	Coupatezia woutersi	-71.15836111567778	-34.17056899536667	Myliobatiformes	36.987792120311106
212	0.0	Crassescyliorhinus germanicus	-86.4485272684889	-60.93063264846667	Carcharhiniformes	25.517894620022233
213	0.0	Cretalamna borealis	-83.43847151371112	-72.22505877233333	Lamniformes	11.213412741377795
214	0.0	Cretalamna bryanti	-85.50932620743332	-72.87031213203332	Lamniformes	12.639014075399999
215	0.0	Cretalamna catoxodon	-115.33023046336668	-93.1910218720222	Lamniformes	22.13920859134447
216	0.0	Cretalamna deschutteri	-94.29899469561111	-90.29781411080002	Lamniformes	4.001180584811095
217	0.0	Cretalamna ewelli	-90.1810932961222	-86.23948094735556	Lamniformes	3.9416123487666397
218	0.0	Cretalamna gertericorum	-95.45532662002223	-90.04990483626666	Lamniformes	5.405421783755571
219	0.0	Cretalamna sarcoportheta	-83.13841701765556	-71.74343038466668	Lamniformes	11.394986632988875
220	0.0	Cretaplatyrhinoidis ornatus	-86.52948033282223	-72.16959132654445	Rhinopristiformes	14.359889006277783
221	0.0	Cretascyliorhinus destombesi	-115.77988333833332	-73.48112712486667	Carcharhiniformes	42.298756213466646
222	0.0	Cretascymnus westfalicus	-83.75346011538889	-71.8675445779222	Squaliformes	11.885915537466687
223	0.0	Cretodus crassidens	-119.51471952564444	-85.82136286658888	Lamniformes	33.69335665905555
224	0.0	Cretodus longiplicatus	-110.24595184196669	-93.2894930503	Lamniformes	16.95645879166669
225	0.0	Cretodus semiplicatus	-112.26198113375555	-83.63903002737779	Lamniformes	28.62295110637777
226	0.0	Cretodus sulcatus	-121.44327781102224	-90.16487890705557	Lamniformes	31.278398903966675
227	0.0	Cretolamna appendiculata	-113.00652529116668	-34.58413168746667	Lamniformes	78.42239360370002
228	0.0	Cretolamna biauriculata	-85.0004510533111	-59.16994480304445	Lamniformes	25.830506250266644
229	0.0	Cretolamna crassa	-118.09076630184444	-60.414016606488886	Lamniformes	57.676749695355554
230	0.0	Cretolamna lata	-73.05737795271111	-61.2653444040111	Lamniformes	11.792033548700005
231	0.0	Cretolamna lerichei	-60.6300352007	-33.74197414548889	Lamniformes	26.88806105521111
232	0.0	Cretomanta canadensis	-100.69605002282222	-86.57537337733334	incertae_sedis	14.120676645488885
233	0.0	Cretorectolobus doylei	-136.4607041593222	-103.2213727661889	Orectolobiformes	33.2393313931333
234	0.0	Cretorectolobus gracilis	-114.9744861312111	-101.68297160362222	Orectolobiformes	13.291514527588873
235	0.0	Cretorectolobus microcuspidatus	-83.97576608625556	-72.1550737483	Orectolobiformes	11.820692337955563
236	0.0	Cretorectolobus olsoni	-83.63384225661112	-66.35418255784444	Orectolobiformes	17.27965969876668
237	0.0	Cretorectolobus robustus	-100.54444772816667	-93.72476801436667	Orectolobiformes	6.819679713799999
238	0.0	Cretoxyrhina agassizensis	-102.09015439856668	-89.1268472686	Lamniformes	12.96330712996668
239	0.0	Cretoxyrhina mantelli	-100.61817794243332	-67.98683849305556	Lamniformes	32.63133944937776
240	0.0	Cretoxyrhina vraconensis	-114.64854281626668	-95.6059776882222	Lamniformes	19.042565128044487
241	0.0	Cristomylus bulldogensis	-102.7124990789	-78.61128443796666	Rhinopristiformes	24.101214640933335
242	0.0	Cristomylus cifellii	-83.64244102863334	-72.28389173387778	Rhinopristiformes	11.358549294755562
243	0.0	Ctenopristis jordanicus	-95.84326995984443	-82.08706783198888	Rajiformes	13.756202127855559
244	0.0	Ctenopristis nougareti	-72.10411816612222	-61.45537787914445	Rajiformes	10.64874028697777
245	0.0	Cyclobatis major	-101.02605289516669	-94.32709005232222	Rajiformes	6.698962842844466
246	0.0	Cyclobatis oligodactylus	-100.27290258557778	-94.1563235143	Rajiformes	6.116579071277783
247	0.0	Dalatias licha	-43.09989663875556	-0.0	Squaliformes	43.09989663875556
248	0.0	Dallasiella willistoni	-100.23998213217776	-86.94964369173333	Lamniformes	13.29033844044443
249	0.0	Dalpiazia stromeri	-82.30577224303333	-65.81416425873334	Rajiformes	16.49160798429999
250	0.0	Danogaleus gueriri	-69.1410863156111	-60.99699677746666	Carcharhiniformes	8.144089538144442
251	0.0	Dasyatis africana	-3.197576603766666	-0.7373423025333334	Myliobatiformes	2.4602343012333328
252	0.0	Dasyatis alveolata	-65.37713528652222	-46.13183229839999	Myliobatiformes	19.245302988122226
253	0.0	Dasyatis americana	-17.74699212221111	-0.0	Myliobatiformes	17.74699212221111
254	0.0	Dasyatis borodini	-40.6188260066	-34.69412112283333	Myliobatiformes	5.9247048837666725
255	0.0	Dasyatis branisai	-72.10573153693332	-66.15706219430001	Myliobatiformes	5.948669342633309
256	0.0	Dasyatis charlisae	-50.90297540637777	-34.6695471689	Myliobatiformes	16.233428237477767
257	0.0	Dasyatis commercensis	-83.10279456997779	-65.80560005395556	Myliobatiformes	17.29719451602223
258	0.0	Dasyatis datasi	-55.99827968488889	-47.99389324243332	Myliobatiformes	8.00438644245557
259	0.0	Dasyatis delfortriei	-34.445450224944445	-11.84903434971111	Myliobatiformes	22.596415875233333
260	0.0	Dasyatis dux	-16.488309393077778	-9.229121997566669	Myliobatiformes	7.259187395511109
261	0.0	Dasyatis gigas	-7.924832454222222	-4.270699991555556	Myliobatiformes	3.6541324626666656
262	0.0	Dasyatis hexagonalis	-68.99154193084445	-60.23399669613333	Myliobatiformes	8.757545234711117
263	0.0	Dasyatis jaekeli	-58.70251371130001	-40.44181292593333	Myliobatiformes	18.26070078536668
264	0.0	Dasyatis mahuliensis	-13.136177931544443	-5.445573463200001	Myliobatiformes	7.690604468344443
265	0.0	Dasyatis minuta	-20.15857876517778	-10.813774142177778	Myliobatiformes	9.344804623000002
266	0.0	Dasyatis molinoensis	-70.89403155398888	-66.65492554710002	Myliobatiformes	4.239106006888861
267	0.0	Dasyatis nipponensis	-19.539912194244444	-9.849386049488889	Myliobatiformes	9.690526144755555
268	0.0	Dasyatis pastinaca	-8.866517463	-0.0	Myliobatiformes	8.866517463
269	0.0	Dasyatis ponsi	-65.97426004512221	-56.21421730312223	Myliobatiformes	9.760042741999975
270	0.0	Dasyatis probsti	-24.26326482241111	-2.037229677044445	Myliobatiformes	22.226035145366666
