	clade	genus	ts	te
111	0.0	Eosqualiolus	59.27447516675555	12.228243181288889
112	0.0	Eostegostoma	87.31937955073333	33.435779957633336
113	0.0	Eostriatolamia	120.0746644605889	11.65971322
114	0.0	Eotorpedo	65.58128710615554	36.16983329033333
115	0.0	Erguitaia	86.14341056306664	71.01958013664445
116	0.0	Etmopterus	69.77807935206665	0.0
117	0.0	Eucrossorhinus	81.96602556125556	0.0
118	0.0	Eugomphodus	52.61347500392223	11.201054634122222
119	0.0	Euprotomicroides	41.094360392355554	0.0
120	0.0	Florenceodon	89.33290702054445	74.1379038601889
121	0.0	Fontitrygon	25.43954557252222	0.0
122	0.0	Foumtizia	69.7570046328889	30.142267846733333
123	0.0	Galeocerdo	82.32712852784445	0.0
124	0.0	Galeorhinus	106.17059497528888	0.0
125	0.0	Galeus	59.39732759539999	0.0
126	0.0	Ganntouria	72.7924482396	65.10859487818887
127	0.0	Ganopristis	87.11217893059998	62.27585928542221
128	0.0	Garabatis	61.13898695888888	34.570907480766664
129	0.0	Ginglymostoma	89.4093970366	0.0
130	0.0	Gladioserratus	140.11369544012223	61.69884491801111
131	0.0	Glueckmanotodus	65.14225658446668	39.24581578135555
132	0.0	Glyphis	24.7028835169	0.0
133	0.0	Gomphogaleus	66.66679238056666	44.69985246742223
134	0.0	Gymnura	100.92705729752224	0.0
135	0.0	Haimirichia	121.53521841598888	73.06005977529999
136	0.0	Hamrabatis	104.09710386780002	66.7503676919
137	0.0	Hemigaleus	30.822149041733333	0.0
138	0.0	Hemipristis	82.32379190685555	0.0
139	0.0	Hemiscyllium	124.2330942638111	0.0
140	0.0	Hemitrygon	3.465368994555556	0.0
141	0.0	Heptranchias	77.27346262724446	0.0
142	0.0	Hessinodon	84.53411468529998	73.67749548102223
143	0.0	Heterobatis	63.77661593451112	48.07935128272221
144	0.0	Heterodontus	140.0803554998	0.0
145	0.0	Heterotorpedo	69.97222649324445	34.78312677257777
146	0.0	Hexanchus	135.3654223197	0.0
147	0.0	Hexatrygon	58.704888131977775	0.0
148	0.0	Himantura	54.67171162161111	0.0
149	0.0	Hispidaspis	118.85114729883334	34.17542009444445
150	0.0	Hologinglymostoma	61.829521651577785	59.08764285664444
151	0.0	Hypanus	31.21848973576667	0.0
152	0.0	Hypogaleus	50.39213363001111	0.0
153	0.0	Hypolophites	67.00168752565556	54.28590085068888
154	0.0	Hypolophodon	93.53398178497778	12.5623818033
155	0.0	Hypolophus	92.4569956237222	51.55452190758889
156	0.0	Hypoprion	60.69063599575557	4.84334129748889
157	0.0	Hypotodus	86.71167265682222	9.27326705398889
158	0.0	Hypsobatis	84.303928112	66.24846949615555
159	0.0	Iago	57.743244101588886	0.0
160	0.0	Iansan	141.55434448611112	103.63265447972222
161	0.0	Igdabatis	93.23895703886669	65.30658126742222
162	0.0	Ikamauius	90.4745172449222	1.612211155522222
163	0.0	Ischirhiza	107.61118973427776	82.6763374222889
164	0.0	Ischyrhiza	106.41307429082222	57.17385226222222
165	0.0	Ishaquia	65.74881731541112	58.975544296288895
166	0.0	Isistius	65.4334513395889	0.0
167	0.0	Isogomphodon	37.18054845721111	0.0
168	0.0	Isurolamna	65.58167787893333	4.1719646912
169	0.0	Isurus	93.59912606566668	0.0
170	0.0	Ixobatis	72.11298786726665	61.34078697626666
171	0.0	Jacquhermania	65.56343795593334	28.213751360988887
172	0.0	Jaekelotodus	85.25630736156667	22.84648445527778
173	0.0	Johnlongia	129.33111011525554	84.02861383334444
174	0.0	Kallodentis	60.45307232727778	29.295542853388888
175	0.0	Keasius	43.04846852036667	11.29105846588889
176	0.0	Kenolamna	114.02962298891111	92.67820771787778
177	0.0	Khouribgaleus	63.461962218366665	49.5510160819
178	0.0	Kiestus	109.91357740056668	64.18731572011112
179	0.0	Komoksodon	86.74103512513332	73.5251371024
180	0.0	Lamiostoma	50.28471287292224	36.7440553089
181	0.0	Lamna	136.9118609188222	0.0
182	0.0	Leidybatis	65.5599608783	24.55792889667778
183	0.0	Leptocharias	101.24862354593336	0.0
184	0.0	Leptostyrax	132.5185533096667	73.64746009679999
185	0.0	Lethenia	34.16576910137778	26.749432523400007
186	0.0	Libanopristis	109.14124857455556	89.28583117137777
187	0.0	Lophobatis	54.87806325381111	32.252093200944444
188	0.0	Loxodon	87.93673371543333	0.0
189	0.0	Macrorhizodus	61.52734797588889	12.301223001044445
190	0.0	Mafdetia	103.45433857710002	92.99048463798889
191	0.0	Manta	25.152085380611112	0.0
192	0.0	Marckgrafia	108.15959512385554	75.51014880414446
193	0.0	Megachasma	36.6421142337	0.0
194	0.0	Megalolamna	25.332552209177777	15.505744235388889
195	0.0	Megarhizodon	132.71091709873332	28.885684060244444
196	0.0	Megascyliorhinus	56.56724276695556	1.148273696588889
197	0.0	Megaselachus	64.25309573631111	9.418540962511113
198	0.0	Megasqualus	97.4592266441111	6.617531219688888
199	0.0	Mennerotodus	62.75832312747777	31.52004355027778
200	0.0	Merabatis	56.290092523788886	41.915755587688885
201	0.0	Meridiania	57.97183378152222	34.67800461696667
202	0.0	Meridiogaleus	60.56528064926666	29.914231521355564
203	0.0	Mesiteia	131.2876620733889	44.18209159432222
204	0.0	Microbatis	60.14157678192222	55.65932589782222
205	0.0	Microcarcharias	101.24526870913334	86.93237389852221
206	0.0	Microetmopterus	73.81192487961111	65.03544062264444
207	0.0	Micropristis	110.88148213375555	71.15098755062222
208	0.0	Microscyliorhinus	63.51060807512221	33.760416121999995
209	0.0	Miroscyllium	49.5618124700889	0.0
210	0.0	Misrichthys	48.693156237644445	31.71794341368888
211	0.0	Mitsukurina	83.8117685224	0.0
212	0.0	Mobula	47.22824496102222	0.0
213	0.0	Moerigaleus	50.13424905904444	30.290360133288893
214	0.0	Mollisquama	4.952052161011111	0.0
215	0.0	Mustelus	62.67182120816666	0.0
216	0.0	Myledaphus	93.76230059877776	57.60449541485556
217	0.0	Myliobates	54.435410738533335	29.757975355644447
218	0.0	Myliobatis	78.82333084171113	0.0
219	0.0	Myliobatus	53.79466268861111	0.0
220	0.0	Myliodasyatis	65.9759029587	60.77040753073333
221	0.0	Nanocetorhinus	21.536775953044447	15.6044545358
222	0.0	Nanocorax	118.45037458386663	72.24095179480001
223	0.0	Narcine	67.9317696588	0.0
224	0.0	Nasolamia	13.693687048244442	0.0
225	0.0	Navia	106.6045961202889	88.72151378497777
226	0.0	Nebrius	85.44571353712223	0.0
227	0.0	Negaprion	51.65943222509999	0.0
228	0.0	Neotrygon	54.57163502946667	0.0
229	0.0	Nolfia	94.61971706868889	83.79296385568891
230	0.0	Notidanodon	140.23317682606665	49.24598951779999
231	0.0	Notidanus	133.59516670802222	3.972194326255556
232	0.0	Notoramphoscyllium	60.39374916348888	35.82209595256668
233	0.0	Notorynchus	110.06056389981111	0.0
234	0.0	Odontaspis	138.64225401076666	0.0
235	0.0	Odontorhytis	56.82883196542223	27.545440104411107
236	0.0	Oligodalatias	39.601112931188894	10.796097976655554
237	0.0	Onchopristis	144.83860600685557	71.59518506422224
238	0.0	Onchosaurus	98.90195350101112	50.54780041626666
239	0.0	Orectoloboides	134.3167080452	20.80711088511111
240	0.0	Orectolobus	65.94345358854444	0.0
241	0.0	Orpodon	63.85441927837777	52.64254813464444
242	0.0	Orthacodus	131.93287582461113	32.75563040826667
243	0.0	Orthechinorhinus	58.85905098132224	24.135428557622216
244	0.0	Otodus	122.92677979556666	0.7714571404444445
245	0.0	Ouledia	59.73252113141111	33.629009987688896
246	0.0	Oxynotus	89.74660275658889	0.0
247	0.0	Oxyrhina	129.1741037490889	6.0413472253555565
248	0.0	Pachygaleus	65.24983666706667	27.71898531305555
249	0.0	Pachygymnura	51.30153906025556	31.70242099353333
250	0.0	Pachyhexanchus	140.81713634495554	102.79396616526668
251	0.0	Pachyscyllium	36.15061686783333	1.9749710795333333
252	0.0	Palaeoanacorax	114.3991312570111	88.15521258365555
253	0.0	Palaeobrachaelurus	145.96663498996665	65.96209901847779
254	0.0	Palaeocarcharodon	65.88356781068889	50.4532891249
255	0.0	Palaeocentroscymnus	22.19566339944444	15.7739935229
256	0.0	Palaeogaleus	95.90095465022222	49.01182948024445
257	0.0	Palaeohypotodus	85.38016073945556	19.77411986783333
258	0.0	Palaeomyliobatis	28.26985684145556	11.269460160922224
259	0.0	Palaeorhincodon	63.35043691304444	3.292050921388889
260	0.0	Palaeoscyllium	140.39674307394444	100.01013927998888
261	0.0	Palaeospinax	139.82845476654444	124.40504755581112
262	0.0	Palaeotriakis	87.72086810576666	73.80411696623332
263	0.0	Paracorax	86.2876529755889	72.6583758960889
264	0.0	Paraechinorhinus	58.18217267474445	9.843638194155554
265	0.0	Paraetmopterus	58.82604294405556	9.118827269788888
266	0.0	Paragaleus	65.6902004336	0.0
267	0.0	Paraginglymostoma	132.3982702365111	63.51764144176667
268	0.0	Paraheptranchias	24.794199055077776	11.630809140566663
269	0.0	Paraisurus	130.01677582098887	87.25390086846666
270	0.0	Paranomotodon	119.28168588186666	65.84573274417778
271	0.0	Paraorthacodus	139.86952312060004	41.72005006654444
272	0.0	Parapalaeobates	92.91978006572222	66.12535205334446
273	0.0	Pararhincodon	114.55576523707778	34.015911484633335
274	0.0	Parascyllium	86.76673129027779	0.0
275	0.0	Parasquatina	93.35415346548888	60.537112213388895
276	0.0	Paratodus	55.45256193403333	5.781676103122223
277	0.0	Paratriakis	95.96517308524446	60.97856072179999
278	0.0	Parotodus	54.666547662722216	0.0453035386555555
279	0.0	Pastinachus	54.90305121928889	0.0
280	0.0	Peyeria	114.20661548294444	64.0647606703
281	0.0	Physodon	64.88024996568889	5.250085663944445
282	0.0	Physogaleus	65.36033385055555	5.506654981911111
283	0.0	Platyrhina	60.997911624900006	0.0
284	0.0	Platyrhinoidis	54.32758633832223	0.0
285	0.0	Platyrhizodon	90.60353299916667	71.07918080964444
286	0.0	Platyrhizoscyllium	54.985075748877776	35.37383680433334
287	0.0	Plesiobatis	21.01706270984445	0.0
288	0.0	Plesiozanobatus	56.85825102777777	47.03585032228887
289	0.0	Plicatolamna	115.18144464707775	88.04588066941112
290	0.0	Plicatopristis	87.15208346786666	71.56846648762222
291	0.0	Plicatoscyllium	85.61327962404444	35.019323182566666
292	0.0	Plinthicus	33.47070398595555	1.852698895822222
293	0.0	Pliotrema	66.8177276242111	0.0
294	0.0	Porodermoides	64.97530779178888	58.53413274935556
295	0.0	Posadaia	103.0199729368778	92.95179889106666
296	0.0	Potamotrygon	56.56297205679999	0.0
297	0.0	Potobatis	66.98570203642224	53.13885229651112
298	0.0	Premontreia	66.0274023264	2.1913733853888884
299	0.0	Prionace	17.561463335155555	0.0
300	0.0	Prionodon	27.361990573933333	5.260862686855556
301	0.0	Pristiophorus	109.3925919512	0.0
302	0.0	Pristis	79.75147587946668	0.0
303	0.0	Procarcharodon	61.02345612977778	8.014209128677775
304	0.0	Proetmopterus	89.98910974864444	65.2010339053
305	0.0	Prohaploblepharus	89.99793592485555	70.7385047022111
306	0.0	Proheterodontus	75.0294957906	65.26108983187778
307	0.0	Promyliobatis	57.49806016511111	46.93768547434445
308	0.0	Propristis	53.45748343643334	33.6375959095
309	0.0	Prosopodon	69.92742594479999	60.53072037601111
310	0.0	Protocentrophorus	105.16560637475554	69.28919342173333
311	0.0	Protoginglymostoma	65.50067586572222	40.54534039495556
312	0.0	Protoheptranchias	84.85764176325556	73.46501958782221
313	0.0	Protoheterodontus	89.65652964883334	71.0605735793
314	0.0	Protohimantura	26.179944277266667	15.643767292922224
315	0.0	Protolamna	139.83273132945553	43.08886180082222
316	0.0	Protoplatyrhina	96.76210609343332	66.4123715640889
317	0.0	Protoscyliorhinus	133.50640268486669	86.05545113411111
318	0.0	Protospinax	139.78102944674444	77.43842224698889
319	0.0	Protosqualus	130.55831918574447	68.72644607876666
320	0.0	Pseudabdounia	65.26879635946666	24.44974196627778
321	0.0	Pseudaetobatus	57.73036417825556	32.83092326672222
322	0.0	Pseudoapristurus	27.410385909033334	15.345539234544445
323	0.0	Pseudobatos	65.12705837827777	0.0
324	0.0	Pseudocarcharias	54.88992362341112	0.0
325	0.0	Pseudocorax	119.58702790075554	35.01998798874445
326	0.0	Pseudodontaspis	84.61686483016665	67.27585795488888
327	0.0	Pseudoechinorhinus	65.97415362165556	55.7208122236
328	0.0	Pseudoginglymostoma	91.26756947866666	0.0
329	0.0	Pseudohypolophus	134.38390634295558	65.77788534614444
330	0.0	Pseudoisurus	132.84419955282223	59.529291113866655
331	0.0	Pseudomegachasma	101.7059591928889	93.10787788824445
332	0.0	Pseudomyledaphus	93.03802255956666	75.28406224730003
333	0.0	Pseudoplatyrhina	88.70138625542221	72.55195395555556
334	0.0	Pseudorhinobatos	57.46170301586667	46.82910155788889
335	0.0	Pseudoscapanorhynchus	121.29597791008888	83.15049666713334
336	0.0	Pseudoscyliorhinus	102.68312453586664	74.0348353682111
337	0.0	Pteroplatea	29.138769873088894	10.407364057211112
338	0.0	Pteroplatytrygon	18.930723326933336	0.0
339	0.0	Pteroscyllium	126.91980167877776	64.82300724207778
340	0.0	Ptychocorax	95.69967084104444	81.30589038317778
341	0.0	Ptychodus	111.89548804876668	66.88840245755556
342	0.0	Ptychotrygon	124.83946017851112	66.00958382301113
343	0.0	Ptychotrygonoides	100.58870407696668	87.15498724022221
344	0.0	Pucabatis	83.46547122804446	65.55427051615555
345	0.0	Pucapristis	82.92079376519999	62.41780227134445
346	0.0	Raja	89.75894186254445	0.0
347	0.0	Raphiodus	94.11321844481112	86.75189776333335
348	0.0	Renpetia	109.66128018861107	90.27817773556666
349	0.0	Restesia	83.14099660042223	65.86179280372221
350	0.0	Rhina	8.929557082344445	0.0
351	0.0	Rhincodon	102.93401583715556	0.0
352	0.0	Rhinobatos	131.08627947172224	0.0
353	0.0	Rhinobatus	132.44644191255554	0.0
354	0.0	Rhinoptera	98.10054460036666	0.0
355	0.0	Rhizoprionodon	85.29810111312223	0.0
356	0.0	Rhombodus	90.81850732023334	58.04398895538889
357	0.0	Rhombopterygia	111.01113059084445	69.00699195703335
358	0.0	Rhynchobatus	85.92875447721111	0.0
359	0.0	Rioraja	14.041525045044445	0.0
360	0.0	Rolfodon	87.30566050332222	11.521919700944444
361	0.0	Rostroraja	52.53771237768888	0.0
362	0.0	Roulletia	104.89581208842225	90.57521827767778
363	0.0	Scapanorhynchus	123.6119216006778	34.00473841316667
364	0.0	Schizorhiza	89.49115354050001	65.48786209036666
365	0.0	Sclerorhynchus	93.45133002100002	56.2284614257
366	0.0	Scoliodon	65.41706924172223	0.0
367	0.0	Scyliorhinus	139.08765760293335	0.0
368	0.0	Scymnodalatias	54.43622415283334	0.0
369	0.0	Scymnodon	17.57360711833333	0.0
370	0.0	Serratolamna	98.77761461665555	37.83239083224444
371	0.0	Sigmoscyllium	92.8109140408	73.88424757834444
372	0.0	Similiteroscyllium	138.82017754195553	130.64078502071112
373	0.0	Smithraja	57.08226896437778	42.42733078642222
374	0.0	Somniosus	91.12897953076669	0.0
375	0.0	Spathobatis	139.42958380964447	105.2066398957
376	0.0	Sphenodus	143.81096954457777	56.7721695385
377	0.0	Sphyrna	58.28155615206667	0.0
378	0.0	Squalicorax	122.31537332781112	47.64840606206667
379	0.0	Squaliodalatias	106.90440902395557	13.70697768148889
380	0.0	Squaliolus	46.68554820603334	0.0
381	0.0	Squalus	125.21231293575556	0.0
382	0.0	Squatigaleus	84.09763646461111	65.51434192255556
383	0.0	Squatina	139.2425144851	0.0
384	0.0	Squatirhina	123.82679172564444	56.357641357722216
385	0.0	Squatiscyllium	86.52998139946666	37.850761101122224
386	0.0	Stegostoma	77.17683173424446	0.0
387	0.0	Stenoscyllium	55.854290590800005	47.73979908777778
388	0.0	Striatolamia	93.63844413603331	2.9002004532222223
389	0.0	Styracura	8.097916190955557	0.0
390	0.0	Subathunura	61.731091768477775	45.16505134650001
391	0.0	Sylvestrilamia	65.4951915061111	3.4403370361666665
392	0.0	Sympterygia	26.00726030324445	0.0
393	0.0	Synechodus	139.58802927204448	12.663478087955554
394	0.0	Synodontaspis	54.66432633464444	6.186300136344445
395	0.0	Taeniura	56.919380415533325	0.0
396	0.0	Taeniurops	28.13374169353333	0.0
397	0.0	Tethylamna	55.102583570377774	37.07989291207778
398	0.0	Tethytrygon	57.40044780087777	47.329441654688885
399	0.0	Texatrygon	102.94601389353332	66.05066466
400	0.0	Tingaleus	60.01502695627779	55.70482482405556
401	0.0	Titanonarke	56.9537338749111	46.51437939616666
402	0.0	Tobolamna	46.52976729262222	30.6028753691
403	0.0	Tomewingia	76.44119472247777	65.45624999066668
404	0.0	Torpedo	63.869107293777766	0.0
405	0.0	Triaenodon	55.262558602888895	0.0
406	0.0	Triakis	87.63054025765555	0.0
407	0.0	Trigonognathus	56.28528541834444	0.0
408	0.0	Trigonotodus	58.92784145314444	30.56203547953333
409	0.0	Truyolsodontos	101.46861132178888	90.59417295701112
410	0.0	Turoniabatis	109.61544236342222	87.13827206352222
411	0.0	Urobatis	52.32283733173333	0.0
412	0.0	Urolophus	67.7424458659	0.0
413	0.0	Usakias	47.65322772811111	37.1010435589
414	0.0	Vascobatis	73.27254623215556	65.38980172315557
415	0.0	Walteraja	73.90411704061111	65.61619820402223
416	0.0	Weissobatis	34.04284895928889	24.24334722163333
417	0.0	Welcommia	139.6398275561	131.7550239103778
418	0.0	Weltonia	66.7706868613111	34.48039618621112
419	0.0	Woellsteinia	65.21068747516667	26.071713760033333
420	0.0	Xampylodon	114.26172249325558	65.5636766255
421	0.0	Xiphodolamia	57.88542545804444	5.435450396388889
422	0.0	Xystrogaleus	54.4528028866	34.97519204036667
423	0.0	Youssoubatis	84.48167403712223	61.66160192014445
424	0.0	Zameus	25.695842571266663	0.0
